"InstanceFlexibilityGroup","InstanceFlexibilityRatio","InstanceId","Kind","ReservationOrderId","ReservationId","ReservedHours","SkuName","TotalReservedQuantity","UsageDate","UsedHours"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-12T00:00:00Z","21.966704"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-04T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-04T00:00:00Z","20"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-07T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-06T00:00:00Z","19"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-06T00:00:00Z","13"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-15T00:00:00Z","0.383301"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-15T00:00:00Z","20.566678"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-15T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-08T00:00:00Z","6.966704"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-08T00:00:00Z","24.066592"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-18T00:00:00Z","22"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-18T00:00:00Z","30"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-14T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-14T00:00:00Z","19.983352"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-17T00:00:00Z","20"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-17T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-10T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-10T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-10T00:00:00Z","17.966704"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-10T00:00:00Z","23.983352"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-11T00:00:00Z","23"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-05T00:00:00Z","18"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-17T00:00:00Z","14"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-05T00:00:00Z","17"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-05T00:00:00Z","23"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-14T00:00:00Z","14.983352"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-11T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-04T00:00:00Z","23"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-04T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-05T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-08T00:00:00Z","23"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-15T00:00:00Z","21.483343"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-15T00:00:00Z","17.033354"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-13T00:00:00Z","19.983352"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-13T00:00:00Z","24.033315"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-02T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-08T00:00:00Z","23"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-06T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-11T00:00:00Z","24.033296"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-03T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-03T00:00:00Z","22"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-03T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-03T00:00:00Z","20"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-12T00:00:00Z","14"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-12T00:00:00Z","21.966685"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-10T00:00:00Z","24.099888"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-18T00:00:00Z","14"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-18T00:00:00Z","15"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-12T00:00:00Z","14"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-07T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-07T00:00:00Z","20"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-01T00:00:00Z","22"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-01T00:00:00Z","16"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-03T00:00:00Z","22"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-06T00:00:00Z","24"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-07T00:00:00Z","16"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-07T00:00:00Z","12"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-17T00:00:00Z","19"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-17T00:00:00Z","19"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-11T00:00:00Z","12.983352"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-11T00:00:00Z","12.983352"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-02T00:00:00Z","9"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-10T00:00:00Z","5.950056"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-11T00:00:00Z","22.983352"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","144","Standard_B1s","6","2024-06-17T00:00:00Z","48"
"BS Series","1","/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2","Reservation","76a36095-1eca-48ac-a578-c4ce775edeaa","657fce4d-6194-4bcc-ade4-0236873d5f0a","96","Standard_B1s","6","2024-06-19T00:00:00Z","10"
